   8.1472368639317894e-01	   1.4929400555905747e-01	   8.6929220764008930e-01	   3.5072710357688330e-01	   4.9417393663927012e-01	   9.5163046477772695e-01	   6.8806099118051245e-02	   6.8336324329465303e-01	   4.4454092278238488e-02	   5.2768006933844236e-01	   7.3784165379759015e-01	   9.3370516755093003e-02	   3.6643661631919888e-01	   3.1747977514943537e-01	   8.9438937535424279e-01	   2.2377040469704101e-01	   7.1957013485948973e-01	   6.4647743242581379e-01	   3.3166523874262932e-01	   3.7253423989953949e-01	   5.1536721921157236e-01	   7.8423259823174085e-01	   8.3336356345313434e-01	   1.8771294857526732e-01	   9.3289789581808047e-01	   8.3825558753722573e-01	   6.7894100897703324e-01	   3.0385272494917737e-02	   1.5571983035489223e-01	   4.0951493343881529e-01	   2.9046249154726811e-01	   3.9536627395521018e-01	   5.0679452405550252e-01	   7.4719694413071303e-01	   9.7037290201331217e-01	   4.0495848011729729e-01	   8.5067890259010293e-01	   2.2798670640933438e-02	   3.5256010124863957e-01	   6.6632648848950993e-01	   8.5635076853726599e-01	   6.6235173962803884e-01	   7.2663709960496081e-01	   2.6031809566652964e-01	   9.9051121515031537e-01	   5.9704522961440321e-01	   1.9002547679227999e-01	   4.5112379140317438e-01	   3.2977966828394856e-01	   2.6812442690660909e-01	   7.1746960211028521e-01	   9.9038120148795350e-01	   5.0683337663588646e-01	   3.8510227678406217e-01	   9.2454830761951889e-01	   6.0219044061064997e-01	   4.3992312228015273e-01	   9.0605173557551022e-01	   3.6046762007955713e-01	   9.9713689534868577e-01	   3.3128964262558924e-01	   2.9355559441744039e-01	   6.0125114391181211e-01	   4.9543240879035977e-01	   5.4522232969384077e-01	   7.7390047032925513e-02	   2.4647160409796065e-01	   5.3642460891819999e-01	
   9.0579193707561922e-01	   2.5750825412373646e-01	   5.7970458736557018e-01	   9.3900156199988682e-01	   7.7905172323127514e-01	   9.2033203983656375e-01	   3.1959973518049611e-01	   5.4659311459032278e-01	   7.5493326723117915e-01	   4.7952338521021876e-01	   6.3404500692818222e-02	   3.0736689958792007e-01	   3.6919880433001817e-01	   3.1642899914629097e-01	   5.1655820835127042e-01	   3.7356380764264496e-01	   9.9615611129686943e-01	   8.3315198566929505e-01	   1.5223401286294647e-01	   5.9318457521849033e-01	   6.5753054209591100e-01	   7.0557185813106882e-01	   4.0362866277360709e-01	   3.2192718318292379e-01	   3.9066753661759623e-01	   5.8471861926332036e-01	   4.0350138880436071e-01	   2.0847022330531972e-01	   8.1900058392684094e-01	   3.4146221813891042e-04	   4.0255439206312249e-01	   9.9217530249530528e-01	   1.9992541313935464e-01	   2.6051150708354609e-01	   1.2386050714681973e-01	   1.7357216153471722e-01	   5.5856549180288562e-01	   4.2408481880587945e-01	   5.9342056778749130e-01	   4.4306608940827308e-01	   8.9977601896232762e-01	   8.7541361187480149e-01	   5.2974569390577497e-01	   5.6926817107701910e-01	   2.2653446255583864e-01	   4.3059520032060328e-01	   1.7993238791566002e-03	   1.3794556778094713e-02	   2.0423567009510890e-01	   8.3251331659553574e-01	   1.3343176773203547e-01	   3.3691793121011893e-02	   9.5075798274589007e-01	   2.5150378917494010e-01	   8.1252775370496577e-02	   3.6193272745626293e-01	   6.0154259351567596e-01	   7.7342785133320713e-02	   8.2890554964020102e-01	   2.2765307205821894e-01	   4.5325135140824280e-01	   1.1520674601803094e-01	   3.2118845283126496e-01	   1.6601237708029293e-01	   1.7910412094157979e-01	   9.0057229025552787e-01	   6.6073214462904806e-01	   3.3087314061994066e-01	
   1.2698681629350606e-01	   8.4071725598366254e-01	   5.4986020183633200e-01	   8.7594281149298381e-01	   7.1503707840069408e-01	   5.2676997680792592e-02	   5.3086428069412650e-01	   4.2572884187118787e-01	   2.4278535782096189e-01	   8.0134760552195228e-01	   8.6044056303823191e-01	   4.5605766684374149e-01	   6.8502847266160927e-01	   2.1756330942282065e-01	   7.0270230695047531e-01	   8.7500349576585701e-02	   3.5453430495692184e-01	   3.9828222821877546e-01	   3.4800765971611347e-01	   8.7255256464755859e-01	   9.5091519826495918e-01	   1.0933423952434573e-01	   3.9017593813060658e-01	   4.0385671123020672e-01	   2.7321670799996345e-01	   9.4810873539602214e-01	   9.3497908617805170e-01	   4.5496614500209720e-01	   6.2492352784627725e-01	   5.4087832276304326e-01	   8.6205729843314616e-01	   4.0235161693594812e-01	   4.2719355110128809e-01	   6.8963784007410900e-01	   4.6741002677445964e-01	   5.7518361246785343e-01	   9.0177366404756298e-01	   3.4106496890922877e-01	   5.8518163847859250e-01	   4.3329526557569631e-01	   2.1786512393647040e-01	   4.6751701883822749e-01	   8.2908073749932965e-01	   2.4877066288807681e-01	   3.9800518642021399e-01	   7.3071801732159025e-01	   7.1176376331526847e-01	   4.7371074913290934e-01	   7.6721473637981330e-01	   9.9537381034620431e-01	   4.4578899951626816e-01	   4.2425327042415273e-01	   3.9460721830345113e-01	   3.6759737425849037e-02	   4.8267301457277445e-01	   1.3492063658567488e-01	   7.2026236157052337e-01	   3.3853465014167605e-01	   2.1460970627664144e-01	   9.1954220619446481e-01	   7.3738463818130029e-01	   3.7509163098798626e-01	   2.8429307445631224e-01	   3.2599766997167368e-01	   6.3446169677044062e-01	   8.4660594706921111e-01	   3.2940969111696483e-01	   4.1169022625141305e-01	
   9.1337585613901939e-01	   2.5428217897153105e-01	   1.4495479822372681e-01	   5.5015634289842219e-01	   9.0372056055631633e-01	   7.3785809551699655e-01	   6.5444570775706634e-01	   6.4444278143133649e-01	   4.4240231300194333e-01	   2.2784293570604186e-01	   9.3440511896121337e-01	   1.0166939362475513e-01	   5.9794163538388911e-01	   2.5104184601573609e-01	   1.5359037661940023e-01	   6.4011654824671504e-01	   9.7125881518340573e-01	   7.4982220936063593e-01	   1.2165845430772615e-01	   9.3350160850710528e-01	   7.2234851432749791e-01	   3.8993065715648501e-01	   3.6044889337894459e-01	   5.4856629985696359e-01	   1.5194707984684419e-01	   6.1028929192509240e-02	   4.7948454563248155e-01	   1.2726603332513342e-01	   7.3856042161064772e-01	   2.0773062199605941e-01	   6.1473955021639959e-01	   6.5885648107293115e-01	   1.6869027871227116e-01	   1.3183066547551237e-01	   6.5669400330447358e-01	   6.0621793257278322e-01	   4.1951770401318511e-01	   5.4135393330770443e-01	   6.6768176418450320e-01	   1.7523944239459510e-01	   7.6979084934891917e-02	   1.4133602833666470e-01	   5.1187443133825372e-01	   3.1930159152089699e-01	   6.9656868951163986e-01	   2.6117617057125486e-01	   8.6772678890987343e-01	   9.5119709072879488e-01	   6.9973148952825137e-02	   6.4975098275464005e-01	   5.0878723121457048e-01	   4.8998367280625355e-01	   5.8446484031810642e-01	   4.7212287424736565e-01	   1.2826505573077629e-01	   9.1381350354735613e-01	   6.7877834167146323e-01	   5.8061754739713278e-01	   7.9104032390667434e-01	   6.4199930552178031e-01	   5.0988565470314728e-01	   8.2889374505677027e-01	   4.3531580578420725e-01	   2.9643610600972559e-01	   9.6295877536838037e-01	   3.9569847258212787e-01	   6.5949624756722469e-01	   7.9400624068722714e-01	
   6.3235924622540951e-01	   8.1428482606881636e-01	   8.5303111772189366e-01	   6.2247508600122747e-01	   8.9092250433078923e-01	   2.6911942639855591e-01	   4.0761919704115257e-01	   6.4761763017268437e-01	   6.8779608512010715e-01	   4.9809429119638970e-01	   9.8439831224097163e-01	   9.9538972765509171e-01	   7.8936394364190543e-01	   8.9292240528597699e-01	   9.5345706988624768e-01	   1.8061688775310836e-01	   3.4644876130035962e-01	   8.3522051047813051e-01	   8.8415305774966013e-01	   6.6846427436137557e-01	   4.0007974536233759e-01	   5.9090473040533642e-01	   1.4025535926944432e-01	   4.8738592782266665e-02	   3.9710884274345171e-01	   5.8464130335511055e-01	   2.3179161166311690e-01	   8.6476878780903377e-03	   8.0511242070695399e-01	   2.1928358818243032e-01	   9.9118778832979282e-01	   9.0134812303451162e-01	   7.5169459085468726e-01	   1.2350083231980058e-01	   2.9018556663286710e-01	   2.1444574041597819e-01	   3.5812835278903632e-01	   9.2616908258307284e-01	   6.4802711505570465e-01	   1.9320231176039038e-01	   4.7421516048187207e-01	   6.8134457232588486e-02	   5.5196184625454636e-01	   9.1080223221694057e-01	   6.4640759453522656e-02	   9.4807681583563896e-02	   1.1830790983799544e-01	   2.4895227870543335e-01	   9.5003394801361440e-01	   7.0395283104426942e-01	   5.3049029081869092e-01	   5.8350447046727805e-01	   6.0653724595229075e-01	   6.4507232843539353e-01	   2.5291115924100627e-01	   6.4055883729156193e-01	   2.1275901010320308e-01	   4.7523515749227685e-01	   6.5468831417637741e-01	   1.0532018297591528e-01	   3.8251419185339730e-01	   8.4177658195476124e-01	   9.0375905118198085e-01	   5.5829849153090616e-01	   5.3401375145173102e-01	   1.6921526531468423e-01	   1.3004124267227857e-02	   3.4320822050935318e-01	
   9.7540404999409525e-02	   2.4352496872498930e-01	   6.2205513148506597e-01	   5.8704470453141677e-01	   3.3416305273749625e-01	   4.2283561500880784e-01	   8.1998122278194063e-01	   6.7901675409320195e-01	   3.5922821040186059e-01	   9.0085248853200484e-01	   8.5893881668386618e-01	   3.3209283345249907e-01	   3.6765291843787695e-01	   7.0322322455629105e-01	   5.4088408124147647e-01	   4.5051107473574215e-02	   8.8654386176030631e-01	   3.2246039736225940e-01	   9.4278390064146067e-02	   2.0677645793510502e-01	   8.3187133932980994e-01	   4.5938004796632537e-01	   2.6013019411244009e-01	   5.5273213317894254e-01	   3.7472246695124256e-01	   2.8510808565864187e-01	   3.9629024850977546e-01	   7.2707960114852721e-01	   6.7222657563178578e-02	   3.2580626273422186e-01	   2.0369887518562213e-01	   9.9538177651788629e-01	   3.6835084162880050e-01	   1.9090285324449119e-01	   7.5453663971629481e-01	   5.1993225505643814e-01	   4.8898751737948631e-01	   2.9849944705923959e-01	   4.3336906733859193e-01	   6.1642133164676105e-01	   8.3502746573466280e-01	   7.1424240691987184e-01	   2.1328489401589612e-01	   8.8522004099441054e-01	   7.4766158237836355e-01	   4.5096348929117125e-01	   3.9022976727642655e-02	   3.8642280055441702e-01	   1.5820978490688564e-01	   9.3230319796875749e-01	   8.5971704358548984e-01	   8.3269747581294240e-02	   7.1464286708791236e-01	   2.7896994040204626e-01	   8.8396153475261519e-01	   6.5877414229587916e-01	   8.1623375045665081e-02	   8.0532048622553232e-01	   2.6146448061798777e-02	   2.6816091371168294e-01	   9.0548321684722699e-01	   6.6523845155779870e-01	   9.2510564498700942e-01	   6.7476803051090051e-02	   4.7961425228839816e-01	   4.3045231333245981e-01	   7.1806785667732564e-01	   4.6260673596731772e-01	
   2.7849821886704840e-01	   9.2926362318722777e-01	   3.5095238089227088e-01	   2.0774229273302847e-01	   6.9874583233479448e-01	   5.4787090121484472e-01	   7.1835894320588367e-01	   6.3578671051408364e-01	   7.3634007430120174e-01	   5.7466121913018764e-01	   7.8555898926503054e-01	   2.9734681588792167e-01	   2.0602785950519464e-01	   5.5573794271938659e-01	   6.7973389821046692e-01	   7.2317347918309527e-01	   4.5469486499190781e-01	   5.5226161685835495e-01	   9.3004062610748905e-01	   6.5385059206258811e-01	   1.3433834172870818e-01	   5.0339986738954123e-02	   8.6815100865833661e-02	   2.7481140483750066e-01	   1.3111470704300532e-01	   8.2773217344826322e-01	   7.0507747511278884e-01	   3.5411646605658642e-01	   9.5079031650556611e-01	   9.5949416607584492e-02	   8.2720908494665490e-01	   6.5316328109469035e-01	   9.4181779523988429e-01	   1.4573209949629140e-01	   5.5811805135897152e-01	   9.8918580963938652e-01	   2.5596214100219083e-01	   3.3808479385128187e-01	   1.3975875909925750e-01	   2.6901060787338682e-01	   4.6939350204183472e-01	   3.0798602818298693e-01	   5.8782062632272980e-01	   7.9458942416585210e-01	   4.2040043123281312e-01	   6.4007451026774154e-01	   5.9819452542977769e-01	   4.3143337642605395e-01	   2.8644586640100356e-01	   6.8765254806951703e-01	   6.7772491071968866e-01	   6.6015462997778351e-01	   4.0153635378931485e-01	   5.1786090987225430e-01	   1.9627691321340968e-01	   6.7533033130986497e-01	   2.7447940788559888e-01	   5.3077814097480569e-01	   7.8577628589777526e-01	   7.6384376453958414e-01	   9.6525774896972660e-01	   9.6013997588625422e-01	   5.0529245220583119e-01	   6.8977846210858340e-02	   7.9366608302593611e-01	   4.1621813688280995e-01	   3.9111881213476418e-01	   3.6782366779966480e-01	
   5.4688151920498385e-01	   3.4998376598480874e-01	   5.1324953986705335e-01	   3.0124633027949066e-01	   1.9780982668592917e-01	   9.4273698427693431e-01	   9.6864933023109367e-01	   9.4517411310940136e-01	   3.9470747527876315e-01	   8.4517818505403663e-01	   5.1337741858757491e-01	   6.2045221319632637e-02	   8.6666547395532256e-02	   1.8443366775765324e-01	   3.6563018048452856e-02	   3.4743764558179013e-01	   4.1342728902081527e-01	   9.7912913243389210e-01	   3.9901996903455550e-01	   7.2051551220649879e-02	   6.0466771939828412e-02	   2.2868758402022082e-01	   4.2939733708580530e-01	   2.4150174173411221e-01	   4.3504071789562682e-01	   1.9098644069739779e-01	   5.5855903456055012e-01	   7.8044594609602469e-01	   4.9757701102216068e-01	   7.4753366173830305e-01	   6.7586161895277430e-01	   1.0843642785551477e-01	   1.7172540910717293e-02	   5.8504361526871551e-01	   4.2779259554845606e-01	   4.8991516241339450e-01	   9.2916926899239649e-01	   8.5948010720678958e-01	   7.5192950797508373e-01	   5.5967793161590762e-01	   4.1376993924949523e-01	   6.7116397171156250e-01	   1.4276322534814057e-01	   9.2580980716687711e-01	   8.1131742023802333e-01	   1.3203881736881573e-01	   6.0431350563132824e-01	   8.3088648474904025e-01	   6.8712911473695026e-01	   5.6835391866994212e-01	   8.0583825879475213e-01	   5.2305220770392680e-02	   8.5869102193797531e-01	   2.4566663859983828e-01	   1.2135365473696624e-01	   7.4455771420615868e-01	   8.6751838646646440e-01	   2.2731033164228764e-01	   9.2256304527298871e-01	   8.0551015557554051e-01	   6.2826735255245503e-01	   9.4311789221070308e-01	   6.2758180927002993e-01	   1.6678458231336313e-01	   9.2713718864294803e-02	   7.2876348325589713e-01	   3.3505259662503839e-02	   6.7957061960425569e-01	
   9.5750683543429760e-01	   1.9659525043120818e-01	   4.0180803375194174e-01	   4.7092334851759066e-01	   3.0540946304636662e-02	   4.1774410431666220e-01	   5.3133390656567447e-01	   2.0893492242602285e-01	   6.8341586696797840e-01	   7.3864029199540182e-01	   1.7760246050586503e-01	   2.9824397188776386e-01	   7.7193391709910730e-01	   2.1203084253232074e-01	   8.0920385129379335e-01	   6.6061682450290382e-01	   2.1773206835730041e-01	   5.4930853301830274e-01	   4.7401462029150743e-02	   4.0672691508936376e-01	   8.4247052314659565e-02	   8.3418906105689949e-01	   2.5728278476985988e-01	   2.4314517940655056e-01	   9.1513167212610824e-02	   4.4252996220288365e-01	   7.5663070089436757e-01	   4.3665664163529117e-01	   7.5514590470052201e-01	   7.4850895739329193e-01	   2.4894947003980805e-01	   3.6114030795356022e-02	   8.2905590877880064e-01	   7.3361690080466779e-02	   2.6719405727420009e-01	   6.9487321118708256e-01	   4.6675681421043569e-01	   3.4047831076543256e-01	   2.4178679358721855e-01	   9.4478399175430594e-01	   5.0274626384999865e-01	   6.5242083542226426e-01	   5.2223527825150495e-02	   1.7883995077587800e-01	   3.7960528577061137e-01	   4.5282242982405152e-01	   5.1643241044888777e-01	   8.2464681963283581e-01	   1.4114982363779105e-01	   3.8084752928952703e-01	   5.3124286945858157e-01	   5.5683053413199557e-01	   9.2048498216138541e-01	   2.9750817442454669e-01	   5.4369499346082228e-01	   8.4217757318695996e-01	   5.5935706739745583e-01	   7.0948497519648113e-01	   4.9231313097570661e-01	   1.0425299760191731e-01	   1.3203117005490661e-01	   1.1269949238072752e-01	   7.1926392682241047e-01	   9.4743826262872177e-01	   8.8079954286134221e-01	   4.0647367891479136e-01	   4.0601540250066859e-01	   5.6777903187068579e-01	
   9.6488853519927653e-01	   2.5108385797603106e-01	   7.5966691690841914e-02	   2.3048816021155849e-01	   7.4407426036746238e-01	   9.8305246646985611e-01	   3.2514568182056003e-01	   7.0928170271054480e-01	   7.0404743033426598e-01	   5.8598703582647582e-01	   3.9858949673584310e-01	   4.6351264898180755e-02	   2.0567452146475984e-01	   7.7346808112676801e-02	   7.4861887177619713e-01	   3.8386860107197140e-01	   1.2565458736262625e-01	   3.3042360960660278e-01	   3.4237350316073978e-01	   6.6693153320749865e-01	   1.6389831832970825e-01	   1.5644692696527018e-02	   2.9755538415111837e-01	   1.5415944917007440e-01	   6.1462695801294587e-01	   3.9341150636757638e-01	   9.9548105855525781e-01	   4.3655478237226819e-01	   7.4240507067694184e-01	   5.4329943308510886e-01	   4.7578562656953260e-01	   6.1809123904697372e-01	   6.2659097495527594e-01	   8.2232622218530615e-01	   7.5373607413306132e-01	   4.1142182738776489e-01	   2.5400785055694486e-01	   1.3812040305008644e-01	   6.5045932247806237e-01	   7.1447163574894756e-01	   1.2543995999965518e-01	   5.3104883834510175e-01	   6.8330791530593493e-01	   5.1754114823646513e-01	   3.1906782021678437e-01	   6.5219959894814372e-01	   7.5074040932839869e-03	   4.5299861230111194e-01	   5.1208665048343271e-01	   6.3457948481042192e-01	   9.5589583861319205e-01	   7.1202524913494414e-01	   7.5083888949312538e-01	   6.5047409324186367e-01	   3.1462074822142161e-01	   5.1665716770907366e-01	   4.6462777102732011e-01	   1.4863255320484992e-01	   8.3401165511889086e-01	   4.6975877629284346e-01	   6.1830177832865374e-01	   6.4828744922558568e-01	   2.3912881359655191e-02	   8.1108841762108175e-01	   3.8735355134872362e-03	   9.5180745705255043e-01	   7.1630763680117882e-01	   6.5177684613054276e-01	
